,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)"
9841,1.2153728000000004,1.2153728000000004,1.2153728000000004,1.2153728000000004,1.2153728000000004,1.2153728000000004,1.2153728000000004,1.2153728000000004,1.2153728000000004
9112,-33.50560000000001,-33.50560000000001,,-33.50560000000001,-2.769216,-33.50560000000001,-33.50560000000001,-33.50560000000001,-33.50560000000001
15673,,-33.50560000000001,,2.21152,2.21152,40.632000000000005,40.632000000000005,2.21152,40.632000000000005
15672,,-81.0,,-81.0,-81.0,-52.04,-81.0,-81.0,
15681,,-81.0,,3.7680000000000007,-81.0,100.0,,-81.0,
13494,,,,100.0,-81.0,-5.960000000000001,,-81.0,
13521,,,,6.2,-81.0,,,-81.0,
13440,,,,100.0,,,,-9.0,
9355,40.632000000000005,-33.50560000000001,,,40.632000000000005,2.21152,2.21152,2.21152,40.632000000000005
2794,,-52.04,,,-81.0,-81.0,-81.0,-81.0,-81.0
2803,,100.0,,,63.8,63.8,,40.632000000000005,63.8
2800,,-52.04,,,-81.0,-81.0,,,-81.0
4987,,,,,6.2,6.2,,,63.8
4986,,,,,-81.0,-81.0,,,
5013,,,,,100.0,,,,
7654,-2.769216,,-2.769216,-33.50560000000001,-2.769216,-33.50560000000001,-33.50560000000001,-2.769216,-33.50560000000001
7735,2.21152,,2.21152,2.21152,,2.21152,2.21152,-33.50560000000001,2.21152
7006,-4.0144,,,-81.0,,-81.0,-81.0,-81.0,-81.0
7007,100.0,,,-81.0,,-81.0,-81.0,-81.0,
9354,-81.0,-81.0,,,-81.0,-52.04,-81.0,-81.0,
9357,63.8,63.8,,,63.8,100.0,63.8,,
9840,-33.50560000000001,-33.50560000000001,-33.50560000000001,-33.50560000000001,-2.769216,-33.50560000000001,-33.50560000000001,-33.50560000000001,
9843,2.21152,2.21152,40.632000000000005,2.21152,40.632000000000005,40.632000000000005,2.21152,,
7656,-4.0144,,-4.0144,-52.04,-52.04,-52.04,-52.04,,
7683,63.8,,3.7680000000000007,3.7680000000000007,3.7680000000000007,,3.7680000000000007,,
7602,-5.960000000000001,,-81.0,-81.0,,,-81.0,,
7845,100.0,,63.8,,,,63.8,,
9121,40.632000000000005,-33.50560000000001,,2.21152,2.21152,-33.50560000000001,,2.21152,40.632000000000005
9094,-81.0,-81.0,,-81.0,-81.0,,,-81.0,40.632000000000005
11281,3.7680000000000007,,,63.8,63.8,,,3.7680000000000007,100.0
11278,-81.0,,,-81.0,-81.0,,,,-5.960000000000001
11521,6.2,,,,-81.0,,,,100.0
4960,,,,,-81.0,,,,-9.0
4961,,,,,10.0,,,,
2821,,100.0,,,63.8,,-81.0,-81.0,-81.0
9760,-2.769216,-33.50560000000001,-2.769216,-33.50560000000001,,-33.50560000000001,-2.769216,-33.50560000000001,-2.769216
16321,,2.21152,2.21152,2.21152,,2.21152,2.21152,2.21152,2.21152
15592,,-81.0,,-81.0,,-81.0,-4.0144,-81.0,-81.0
15835,,-81.0,,,,-81.0,100.0,-81.0,-81.0
13648,,,,,,-81.0,100.0,-81.0,-81.0
7657,2.21152,,2.21152,2.21152,2.21152,2.21152,2.21152,,2.21152
7414,-4.0144,,-4.0144,,-52.04,-52.04,-33.50560000000001,,-33.50560000000001
7423,-81.0,,-81.0,,-81.0,-81.0,,,40.632000000000005
7422,-52.04,,-52.04,,-52.04,-52.04,,,
8151,-81.0,,,,63.8,-81.0,,,
8124,-81.0,,,,100.0,,,,
7655,-33.50560000000001,,40.632000000000005,-33.50560000000001,2.21152,-33.50560000000001,2.21152,-33.50560000000001,
7412,-52.04,,40.632000000000005,,-52.04,-33.50560000000001,40.632000000000005,-33.50560000000001,
7415,-81.0,,-81.0,,-81.0,-81.0,40.632000000000005,,
7334,-81.0,,-81.0,,,63.8,100.0,,
8063,-81.0,,,,,100.0,-81.0,,
1502,,,,,,100.0,100.0,,
9838,-33.50560000000001,-2.769216,-33.50560000000001,-33.50560000000001,-2.769216,-33.50560000000001,-2.769216,,-2.769216
16399,,-33.50560000000001,2.21152,-33.50560000000001,2.21152,-33.50560000000001,40.632000000000005,,-33.50560000000001
16318,,-4.0144,-81.0,-81.0,,-81.0,-81.0,,-81.0
16561,,100.0,-81.0,,,-81.0,63.8,,-81.0
16552,,-81.0,-81.0,,,-81.0,,,-81.0
16579,,100.0,100.0,,,,,,100.0
9865,2.21152,-33.50560000000001,2.21152,2.21152,40.632000000000005,,-33.50560000000001,,40.632000000000005
3304,,-52.04,-52.04,-52.04,-4.0144,,-52.04,,-33.50560000000001
3547,,-81.0,-81.0,,63.8,,-81.0,,-81.0
3538,,-81.0,-81.0,,100.0,,,,63.8
5725,,,-81.0,,63.8,,,,100.0
5644,,,-81.0,,,,,,-81.0
6373,,,,,,,,,100.0
7732,40.632000000000005,,40.632000000000005,40.632000000000005,,40.632000000000005,40.632000000000005,,40.632000000000005
7733,-52.04,,-81.0,-81.0,,-81.0,-81.0,,
7490,100.0,,63.8,,,63.8,63.8,,
7517,-81.0,,-81.0,,,,-81.0,,
6788,100.0,,,,,,-81.0,,
6797,100.0,,,,,,,,
7663,40.632000000000005,,-33.50560000000001,-33.50560000000001,2.21152,-33.50560000000001,,-33.50560000000001,2.21152
6934,40.632000000000005,,,-81.0,-81.0,-81.0,,-81.0,-81.0
6935,100.0,,,-81.0,-81.0,-81.0,,63.8,
6908,63.8,,,-81.0,-81.0,,,100.0,
7151,100.0,,,,-81.0,,,-81.0,
9598,-2.769216,-33.50560000000001,-33.50560000000001,,-2.769216,-2.769216,-2.769216,-33.50560000000001,-33.50560000000001
16159,,2.21152,2.21152,,2.21152,-33.50560000000001,-33.50560000000001,-33.50560000000001,2.21152
16158,,-33.50560000000001,-4.0144,,-4.0144,-4.0144,-52.04,-52.04,
16167,,3.7680000000000007,3.7680000000000007,,3.7680000000000007,63.8,,-52.04,
16086,,-81.0,-81.0,,,-5.960000000000001,,-81.0,
16113,,6.2,6.2,,,,,6.2,
16110,,-9.0,-81.0,,,,,,
16839,,100.0,,,,,,,
9832,-33.50560000000001,-33.50560000000001,-33.50560000000001,-33.50560000000001,-2.769216,-33.50560000000001,,-33.50560000000001,-33.50560000000001
16393,,2.21152,40.632000000000005,-33.50560000000001,2.21152,2.21152,,40.632000000000005,40.632000000000005
16390,,-81.0,-81.0,-81.0,-81.0,-81.0,,,-52.04
18577,,,63.8,-81.0,-81.0,-81.0,,,100.0
17848,,,,-81.0,-81.0,-81.0,,,-81.0
17875,,,,63.8,100.0,,,,100.0
3280,,-33.50560000000001,-33.50560000000001,-33.50560000000001,-2.769216,-33.50560000000001,-33.50560000000001,-33.50560000000001,-33.50560000000001
4009,,-33.50560000000001,,40.632000000000005,2.21152,2.21152,40.632000000000005,2.21152,40.632000000000005
4006,,-52.04,,-52.04,-52.04,-52.04,-52.04,,-4.0144
6193,,,,40.632000000000005,3.7680000000000007,40.632000000000005,63.8,,63.8
6166,,,,-52.04,-52.04,,-52.04,,-52.04
6167,,,,63.8,6.2,,6.2,,
5924,,,,,-81.0,,-81.0,,
5933,,,,,100.0,,,,
16398,,-81.0,-81.0,-81.0,-81.0,-81.0,40.632000000000005,,
16425,,63.8,3.7680000000000007,3.7680000000000007,63.8,,100.0,,
14238,,,-81.0,-81.0,-81.0,,-81.0,,
14247,,,-81.0,6.2,100.0,,,,
14004,,,-81.0,,-9.0,,,,
14733,,,,,100.0,,,,
10567,2.21152,-33.50560000000001,,-33.50560000000001,2.21152,-33.50560000000001,-33.50560000000001,,40.632000000000005
4015,,-81.0,,-81.0,63.8,-81.0,,,-81.0
3772,,-52.04,,,100.0,63.8,,,63.8
3773,,-81.0,,,-81.0,-81.0,,,
3746,,-81.0,,,100.0,,,,
3307,,-33.50560000000001,40.632000000000005,2.21152,40.632000000000005,,40.632000000000005,2.21152,2.21152
3298,,-81.0,-81.0,-52.04,-81.0,,,-81.0,-81.0
3299,,-81.0,63.8,100.0,-81.0,,,-81.0,
3218,,-81.0,100.0,-81.0,,,,-81.0,
12025,2.21152,,2.21152,2.21152,2.21152,2.21152,2.21152,,2.21152
11782,-33.50560000000001,,-33.50560000000001,,-52.04,-52.04,-4.0144,,-4.0144
11791,3.7680000000000007,,3.7680000000000007,,3.7680000000000007,3.7680000000000007,,,-52.04
11764,-81.0,,-81.0,,-5.960000000000001,,,,-81.0
18325,,,63.8,,100.0,,,,-81.0
18324,,,100.0,,-81.0,,,,
3361,,2.21152,2.21152,2.21152,,2.21152,2.21152,2.21152,2.21152
1174,,,-4.0144,-81.0,,-81.0,-81.0,-81.0,-81.0
1175,,,100.0,63.8,,3.7680000000000007,63.8,-52.04,
2632,,-4.0144,,-81.0,,-81.0,-81.0,-81.0,-81.0
2633,,100.0,,63.8,,3.7680000000000007,63.8,3.7680000000000007,
2630,,-5.960000000000001,,-81.0,,-81.0,-81.0,,
2873,,100.0,,,,6.2,-81.0,,
2864,,-9.0,,,,100.0,,,
13972,,,-52.04,,-4.0144,-4.0144,-52.04,-4.0144,-52.04
14701,,,,,63.8,-52.04,-52.04,-52.04,3.7680000000000007
14620,,,,,,-81.0,-81.0,-81.0,-81.0
14621,,,,,,100.0,-81.0,100.0,
9622,-4.0144,-52.04,-33.50560000000001,,-52.04,,-4.0144,,-33.50560000000001
10351,-81.0,-81.0,,,-81.0,,-81.0,,40.632000000000005
10342,-81.0,-81.0,,,-81.0,,,,100.0
3281,,-33.50560000000001,40.632000000000005,-33.50560000000001,2.21152,2.21152,40.632000000000005,2.21152,
1094,,,40.632000000000005,-81.0,-81.0,-81.0,-81.0,-81.0,
1121,,,100.0,-81.0,-81.0,,-81.0,-81.0,
1040,,,100.0,-81.0,,,-81.0,-81.0,
1049,,,100.0,-81.0,,,,100.0,
806,,,100.0,,,,,100.0,
9625,2.21152,2.21152,2.21152,,2.21152,,2.21152,2.21152,2.21152
9624,-4.0144,-52.04,-52.04,,-52.04,,-4.0144,-52.04,
10353,63.8,40.632000000000005,,,3.7680000000000007,,63.8,40.632000000000005,
10272,-5.960000000000001,-81.0,,,,,-81.0,-81.0,
10275,100.0,6.2,,,,,6.2,,
8088,-9.0,,,,,,-81.0,,
8097,100.0,,,,,,,,
7726,-4.0144,,-4.0144,-4.0144,,-4.0144,,-52.04,-52.04
7729,63.8,,3.7680000000000007,3.7680000000000007,,3.7680000000000007,,,3.7680000000000007
1168,,,-81.0,-81.0,,-81.0,,,-81.0
1195,,,100.0,100.0,,,,,-81.0
3541,,-81.0,-81.0,,63.8,,,-81.0,-81.0
1354,,,63.8,,100.0,,,-81.0,-81.0
13495,,,,-52.04,-81.0,-81.0,,-81.0,-81.0
13492,,,,100.0,63.8,-81.0,,,-81.0
13519,,,,6.2,100.0,,,,-81.0
13276,,,,,-9.0,,,,-81.0
13357,,,,,,,,,10.0
7492,-4.0144,,-4.0144,,,-52.04,-4.0144,-52.04,-52.04
8221,-81.0,,,,,-81.0,3.7680000000000007,-81.0,-81.0
8220,-5.960000000000001,,,,,-52.04,100.0,-5.960000000000001,
14781,,,,,,-81.0,6.2,-81.0,
14772,,,,,,-81.0,,-9.0,
14775,,,,,,10.0,,,
9814,-33.50560000000001,-33.50560000000001,-2.769216,-2.769216,-2.769216,,-33.50560000000001,-33.50560000000001,-2.769216
9817,2.21152,2.21152,-33.50560000000001,-33.50560000000001,40.632000000000005,,2.21152,,40.632000000000005
3256,,-52.04,-52.04,-52.04,-4.0144,,-52.04,,-33.50560000000001
5443,,,-81.0,-81.0,63.8,,-81.0,,-81.0
4714,,,,-81.0,100.0,,-81.0,,63.8
4715,,,,-81.0,-81.0,,-81.0,,
4472,,,,,100.0,,100.0,,
1177,,,100.0,63.8,,3.7680000000000007,63.8,,3.7680000000000007
1150,,,-5.960000000000001,-81.0,,,-81.0,,-81.0
1393,,,100.0,,,,6.2,,6.2
1384,,,-9.0,,,,,,-81.0
1385,,,100.0,,,,,,
1823,,,,-81.0,-81.0,-52.04,-81.0,-81.0,
1580,,,,,-81.0,100.0,63.8,-81.0,
1589,,,,,-81.0,-81.0,,-81.0,
1508,,,,,,100.0,,100.0,
8385,3.7680000000000007,,,3.7680000000000007,3.7680000000000007,3.7680000000000007,3.7680000000000007,,
8142,-5.960000000000001,,,,-5.960000000000001,-52.04,-52.04,,
8169,63.8,,,,6.2,,6.2,,
1608,,,,,-81.0,,-81.0,,
1617,,,,,100.0,,,,
9839,2.21152,-33.50560000000001,2.21152,-33.50560000000001,2.21152,2.21152,-33.50560000000001,,
9596,-52.04,-4.0144,40.632000000000005,,-4.0144,-33.50560000000001,-52.04,,
9605,-52.04,-52.04,3.7680000000000007,,63.8,-52.04,,,
9578,-81.0,-81.0,-81.0,,63.8,,,,
11765,6.2,,6.2,,100.0,,,,
5204,,,-81.0,,-9.0,,,,
9867,2.21152,2.21152,2.21152,2.21152,40.632000000000005,,40.632000000000005,40.632000000000005,
9858,-81.0,-81.0,-81.0,-81.0,-81.0,,,-52.04,
16419,,3.7680000000000007,63.8,3.7680000000000007,63.8,,,100.0,
16338,,-81.0,-81.0,-81.0,,,,-81.0,
18525,,,100.0,-81.0,,,,100.0,
9859,40.632000000000005,2.21152,2.21152,2.21152,40.632000000000005,,,-33.50560000000001,40.632000000000005
9939,-81.0,-81.0,-81.0,63.8,,,,100.0,
3378,,-81.0,-81.0,100.0,,,,-81.0,
5565,,,-81.0,100.0,,,,100.0,
4836,,,,100.0,,,,100.0,
10075,2.21152,2.21152,2.21152,,40.632000000000005,2.21152,,40.632000000000005,40.632000000000005
9994,-81.0,-81.0,-52.04,,,-81.0,,-81.0,-81.0
9997,63.8,3.7680000000000007,100.0,,,3.7680000000000007,,,63.8
9970,-81.0,-81.0,-5.960000000000001,,,,,,-81.0
12157,63.8,,100.0,,,,,,63.8
7897,40.632000000000005,,-33.50560000000001,,40.632000000000005,2.21152,2.21152,-33.50560000000001,2.21152
1336,,,-52.04,,-81.0,-81.0,-81.0,-81.0,-81.0
2065,,,,,63.8,3.7680000000000007,-52.04,-52.04,-52.04
2062,,,,,63.8,-81.0,-81.0,,-81.0
2143,,,,,,-81.0,-81.0,,-81.0
2116,,,,,,,100.0,,-9.0
2117,,,,,,,10.0,,
12001,2.21152,,40.632000000000005,-33.50560000000001,40.632000000000005,,2.21152,2.21152,-33.50560000000001
12000,-81.0,,40.632000000000005,-81.0,-81.0,,-81.0,-81.0,
12729,-52.04,,,-81.0,-81.0,,-81.0,-81.0,
12720,100.0,,,-81.0,-81.0,,,63.8,
11272,-81.0,,,-81.0,-81.0,,-81.0,-81.0,-52.04
11353,-81.0,,,-81.0,,,-81.0,3.7680000000000007,100.0
11350,-81.0,,,-81.0,,,-81.0,,-5.960000000000001
11593,6.2,,,,,,6.2,,100.0
10003,40.632000000000005,40.632000000000005,40.632000000000005,,,2.21152,40.632000000000005,40.632000000000005,40.632000000000005
7816,-81.0,,-81.0,,,-81.0,-81.0,-52.04,-81.0
8545,63.8,,,,,3.7680000000000007,3.7680000000000007,100.0,63.8
10569,40.632000000000005,2.21152,,2.21152,2.21152,-33.50560000000001,40.632000000000005,40.632000000000005,
10542,40.632000000000005,40.632000000000005,,-4.0144,-4.0144,,-52.04,-52.04,
10545,-52.04,3.7680000000000007,,-52.04,63.8,,-52.04,,
8358,-5.960000000000001,,,-5.960000000000001,-5.960000000000001,,-52.04,,
14919,,,,6.2,6.2,,6.2,,
14910,,,,-9.0,-9.0,,,,
14991,,,,10.0,,,,,
9769,2.21152,2.21152,2.21152,2.21152,,2.21152,,2.21152,2.21152
9526,-81.0,-81.0,-81.0,,,-4.0144,,-81.0,-81.0
10255,63.8,63.8,,,,100.0,,63.8,63.8
10254,-81.0,-81.0,,,,-81.0,,-81.0,
12441,100.0,,,,,100.0,,-81.0,
3118,,-81.0,-81.0,,,-81.0,-4.0144,-81.0,-81.0
3847,,-81.0,,,,-81.0,100.0,-81.0,-81.0
3820,,-81.0,,,,,100.0,-81.0,-81.0
6007,,,,,,,100.0,-81.0,-81.0
6006,,,,,,,100.0,100.0,
15595,,-52.04,,63.8,,63.8,100.0,,63.8
15568,,-81.0,,-81.0,,,-81.0,,-81.0
17755,,,,100.0,,,100.0,,100.0
9599,-33.50560000000001,-33.50560000000001,2.21152,,2.21152,-33.50560000000001,40.632000000000005,-33.50560000000001,
9518,-81.0,-81.0,-81.0,,,-4.0144,-81.0,-81.0,
9545,-81.0,-81.0,3.7680000000000007,,,,-81.0,-81.0,
8816,-81.0,-81.0,,,,,-5.960000000000001,-81.0,
11003,6.2,,,,,,100.0,6.2,
11000,-81.0,,,,,,-9.0,,
17561,,,,,,,100.0,,
11947,40.632000000000005,,40.632000000000005,40.632000000000005,,40.632000000000005,40.632000000000005,2.21152,40.632000000000005
5386,,,-81.0,-81.0,,-81.0,-81.0,-81.0,-52.04
6115,,,,63.8,,63.8,63.8,3.7680000000000007,100.0
5872,,,,,,-81.0,-81.0,-81.0,-81.0
5899,,,,,,,100.0,-81.0,100.0
9895,2.21152,2.21152,2.21152,-33.50560000000001,,,2.21152,2.21152,2.21152
9652,40.632000000000005,40.632000000000005,40.632000000000005,,,,40.632000000000005,40.632000000000005,40.632000000000005
9653,-52.04,-81.0,-81.0,,,,-81.0,-81.0,
9644,100.0,-81.0,-81.0,,,,,-81.0,
11831,100.0,,-81.0,,,,,-81.0,
11828,100.0,,-81.0,,,,,,
11275,-81.0,,,-81.0,63.8,,-81.0,,100.0
11032,-81.0,,,,100.0,,-81.0,,-81.0
11033,-81.0,,,,100.0,,-81.0,,
3301,,63.8,63.8,100.0,63.8,,,,63.8
2572,,-81.0,,-81.0,-81.0,,,,-81.0
2815,,100.0,,,100.0,,,,-81.0
16392,,-81.0,-81.0,-81.0,-81.0,-81.0,,-52.04,
16635,,40.632000000000005,63.8,,63.8,63.8,,100.0,
16608,,-81.0,-81.0,,-81.0,,,-81.0,
18795,,,100.0,,-81.0,,,100.0,
9139,40.632000000000005,40.632000000000005,,2.21152,40.632000000000005,,2.21152,2.21152,2.21152
2578,,-52.04,,-81.0,-81.0,,-81.0,-81.0,-81.0
4765,,,,3.7680000000000007,63.8,,63.8,3.7680000000000007,-52.04
4756,,,,-81.0,-81.0,,,-81.0,-81.0
4837,,,,100.0,,,,-81.0,-81.0
7168,40.632000000000005,,,,-81.0,-81.0,-81.0,-81.0,-81.0
7249,100.0,,,,,63.8,-81.0,-81.0,-81.0
7248,-81.0,,,,,100.0,-81.0,-81.0,
7251,100.0,,,,,100.0,-81.0,,
7242,-81.0,,,,,100.0,,,
12019,40.632000000000005,,2.21152,-33.50560000000001,40.632000000000005,2.21152,,2.21152,40.632000000000005
11938,-81.0,,-52.04,-81.0,,-81.0,,-81.0,-81.0
11939,63.8,,100.0,63.8,,63.8,,-52.04,
5378,,,-81.0,-81.0,,-81.0,,-81.0,
5405,,,100.0,100.0,,,,-81.0,
14206,,,-52.04,-52.04,-4.0144,-52.04,,-4.0144,-52.04
14209,,,3.7680000000000007,3.7680000000000007,3.7680000000000007,3.7680000000000007,,,3.7680000000000007
13480,,,,-81.0,-5.960000000000001,-81.0,,,-81.0
13723,,,,,100.0,63.8,,,63.8
13696,,,,,-81.0,,,,-81.0
13777,,,,,,,,,100.0
3289,,40.632000000000005,40.632000000000005,-33.50560000000001,2.21152,2.21152,,2.21152,40.632000000000005
3286,,-4.0144,-52.04,-52.04,-4.0144,-52.04,,,-52.04
3313,,63.8,3.7680000000000007,-52.04,63.8,,,,-52.04
3312,,-81.0,-81.0,-81.0,63.8,,,,
3555,,-81.0,-81.0,,100.0,,,,
2826,,-81.0,,,100.0,,,,
1159,,,100.0,-81.0,,,,,-81.0
1158,,,100.0,-81.0,,,,,
6184,,,,-81.0,-81.0,-81.0,,,-81.0
6265,,,,100.0,,63.8,,,100.0
10057,2.21152,2.21152,2.21152,,2.21152,,2.21152,2.21152,2.21152
10056,-81.0,-81.0,-4.0144,,-81.0,,-81.0,-81.0,
10137,3.7680000000000007,3.7680000000000007,100.0,,,,63.8,63.8,
7950,-81.0,,-5.960000000000001,,,,-81.0,-81.0,
7959,-81.0,,100.0,,,,,-81.0,
1398,,,100.0,,,,,-81.0,
16312,,-81.0,-4.0144,-81.0,,-81.0,,-81.0,-81.0
16339,,63.8,100.0,-52.04,,,,63.8,63.8
16341,,6.2,100.0,6.2,,,,,
7009,100.0,,,3.7680000000000007,,63.8,3.7680000000000007,,63.8
7000,-5.960000000000001,,,-81.0,,-81.0,,,-81.0
7027,100.0,,,6.2,,,,,-81.0
7026,-9.0,,,100.0,,,,,
13587,,,,10.0,,,,,
5491,,,3.7680000000000007,3.7680000000000007,3.7680000000000007,,63.8,,63.8
5248,,,-81.0,,-81.0,,-5.960000000000001,,-81.0
5329,,,6.2,,,,100.0,,6.2
11299,2.21152,,,2.21152,40.632000000000005,40.632000000000005,2.21152,2.21152,40.632000000000005
11298,-81.0,,,-81.0,-81.0,-52.04,-81.0,-81.0,
11301,-81.0,,,-81.0,63.8,100.0,-81.0,,
11220,-81.0,,,-81.0,,-81.0,-81.0,,
11247,100.0,,,63.8,,,100.0,,
3523,,40.632000000000005,40.632000000000005,,40.632000000000005,2.21152,2.21152,2.21152,2.21152
3520,,-52.04,-52.04,,-4.0144,-52.04,-52.04,,-52.04
3521,,63.8,3.7680000000000007,,3.7680000000000007,3.7680000000000007,-52.04,,
3440,,-5.960000000000001,-81.0,,,-81.0,-81.0,,
4169,,100.0,,,,6.2,-81.0,,
4142,,-9.0,,,,,-81.0,,
6329,,,,,,,10.0,,
14215,,,-33.50560000000001,2.21152,2.21152,-33.50560000000001,2.21152,-33.50560000000001,2.21152
14212,,,-81.0,-81.0,40.632000000000005,-81.0,-81.0,,-81.0
14293,,,-81.0,-81.0,,-81.0,-81.0,,-52.04
14050,,,63.8,,,-5.960000000000001,63.8,,100.0
14779,,,,,,-81.0,-81.0,,-81.0
14778,,,,,,-81.0,100.0,,
15664,,-81.0,,-81.0,-52.04,-81.0,,-81.0,-81.0
15907,,-52.04,,,100.0,63.8,,63.8,63.8
15904,,-81.0,,,-81.0,-81.0,,,-81.0
18091,,,,,100.0,63.8,,,100.0
18064,,,,,-81.0,,,,-81.0
18065,,,,,100.0,,,,
9766,-81.0,-4.0144,-81.0,-81.0,,-81.0,,,-81.0
9767,3.7680000000000007,100.0,3.7680000000000007,63.8,,63.8,,,
3206,,-5.960000000000001,-81.0,-81.0,,-81.0,,,
3233,,100.0,6.2,-81.0,,,,,
3334,,-4.0144,-4.0144,-52.04,,,-52.04,-4.0144,-4.0144
4063,,-81.0,,-81.0,,,3.7680000000000007,-81.0,-81.0
4062,,63.8,,-5.960000000000001,,,100.0,63.8,
4305,,-81.0,,,,,6.2,-81.0,
4302,,-81.0,,,,,100.0,,
3283,,2.21152,40.632000000000005,-33.50560000000001,40.632000000000005,2.21152,40.632000000000005,,2.21152
3040,,-81.0,-81.0,,-81.0,-81.0,40.632000000000005,,-81.0
3067,,63.8,63.8,,63.8,,100.0,,63.8
2338,,-81.0,,,-81.0,,-81.0,,-81.0
2419,,100.0,,,,,100.0,,-81.0
2418,,100.0,,,,,-81.0,,
1183,,,100.0,-81.0,,-81.0,,-81.0,-81.0
3046,,-52.04,-52.04,,-4.0144,-4.0144,,40.632000000000005,40.632000000000005
5233,,,-52.04,,63.8,-52.04,,3.7680000000000007,-52.04
5206,,,-81.0,,63.8,,,-81.0,-81.0
5287,,,-81.0,,,,,-81.0,-81.0
5284,,,100.0,,,,,,-9.0
5285,,,10.0,,,,,,
9849,40.632000000000005,2.21152,40.632000000000005,2.21152,2.21152,40.632000000000005,,-33.50560000000001,
9768,-4.0144,-81.0,-81.0,-81.0,,-81.0,,-81.0,
9795,100.0,63.8,3.7680000000000007,3.7680000000000007,,,,63.8,
9066,-5.960000000000001,-81.0,,-81.0,,,,-81.0,
9069,100.0,6.2,,6.2,,,,,
6882,-9.0,,,-81.0,,,,,
7125,100.0,,,,,,,,
11279,6.2,,,6.2,6.2,,,,
4718,,,,-9.0,-9.0,,,,
3257,,-81.0,-81.0,-81.0,-81.0,,40.632000000000005,,
2528,,63.8,,-81.0,-81.0,,100.0,,
9833,40.632000000000005,2.21152,40.632000000000005,40.632000000000005,2.21152,2.21152,,-33.50560000000001,
9590,-52.04,-81.0,-81.0,,-81.0,-81.0,,-81.0,
9617,100.0,-81.0,63.8,,-81.0,,,-81.0,
7430,63.8,,100.0,,-81.0,,,-81.0,
13991,,,-81.0,,-81.0,,,-81.0,
13988,,,100.0,,100.0,,,,
13481,,,,-81.0,100.0,-81.0,,,
13454,,,,-81.0,100.0,,,,
2812,,-81.0,,,100.0,,,-81.0,-81.0
2813,,100.0,,,100.0,,,-81.0,
2810,,-81.0,,,100.0,,,,
7240,63.8,,,,,100.0,,-81.0,-81.0
7628,-52.04,,-52.04,-4.0144,-4.0144,,40.632000000000005,-33.50560000000001,
8357,-52.04,,,-52.04,63.8,,3.7680000000000007,-52.04,
8276,-81.0,,,-81.0,,,-81.0,-81.0,
8279,-81.0,,,100.0,,,6.2,,
8270,-81.0,,,-9.0,,,,,
8513,10.0,,,,,,,,
9742,-81.0,-81.0,-81.0,-4.0144,,,,-81.0,-81.0
9745,-81.0,-81.0,-81.0,100.0,,,,,63.8
9744,-81.0,-81.0,-81.0,-81.0,,,,,
16305,,-81.0,100.0,100.0,,,,,
9787,40.632000000000005,40.632000000000005,40.632000000000005,2.21152,,,40.632000000000005,40.632000000000005,40.632000000000005
9786,-52.04,-81.0,-81.0,-81.0,,,-81.0,-81.0,
9789,100.0,3.7680000000000007,63.8,3.7680000000000007,,,63.8,,
9546,-5.960000000000001,-81.0,-81.0,,,,-81.0,,
11733,100.0,,63.8,,,,63.8,,
11724,-81.0,,-81.0,,,,,,
18285,,,100.0,,,,,,
16319,,100.0,63.8,63.8,,63.8,63.8,,
15590,,-81.0,,-81.0,,-81.0,-81.0,,
15833,,100.0,,,,-81.0,100.0,,
10561,40.632000000000005,2.21152,,-33.50560000000001,2.21152,2.21152,,-33.50560000000001,40.632000000000005
10560,-81.0,-81.0,,-81.0,-81.0,-81.0,,-52.04,
10587,63.8,40.632000000000005,,63.8,63.8,,,100.0,
10344,-81.0,-81.0,,,-81.0,,,-81.0,
16905,,6.2,,,-81.0,,,100.0,
16824,,100.0,,,,,,-9.0,
3287,,63.8,3.7680000000000007,-52.04,3.7680000000000007,3.7680000000000007,,,
3260,,-5.960000000000001,-52.04,-52.04,-5.960000000000001,,,,
3989,,-81.0,,-81.0,63.8,,,,
3908,,-81.0,,-81.0,,,,,
4151,,100.0,,,,,,,
14935,,,,-52.04,3.7680000000000007,3.7680000000000007,,63.8,3.7680000000000007
14854,,,,-81.0,,-81.0,,-5.960000000000001,-81.0
14881,,,,-81.0,,,,100.0,6.2
14880,,,,-81.0,,,,-9.0,
15123,,,,,,,,100.0,
1120,,,40.632000000000005,-81.0,-81.0,,-81.0,-81.0,-81.0
1849,,,,-81.0,-81.0,,-81.0,-81.0,-52.04
1840,,,,63.8,-81.0,,,-81.0,100.0
12486,100.0,,,,63.8,,-81.0,-81.0,
12489,-81.0,,,,100.0,,-81.0,,
5928,,,,,100.0,,-81.0,,
5937,,,,,100.0,,,,
1401,,,100.0,,,,,,
9815,2.21152,-33.50560000000001,-33.50560000000001,-33.50560000000001,2.21152,,2.21152,2.21152,
9806,-52.04,-52.04,-52.04,-4.0144,-4.0144,,,-52.04,
16367,,-81.0,-81.0,-81.0,63.8,,,-81.0,
16286,,-81.0,-81.0,-81.0,,,,-81.0,
18473,,,100.0,100.0,,,,-81.0,
18470,,,100.0,-81.0,,,,,
13486,,,,40.632000000000005,-4.0144,-52.04,40.632000000000005,-4.0144,-52.04
13489,,,,-52.04,-52.04,-52.04,3.7680000000000007,,3.7680000000000007
